aum_savings,aum_inheritance,aum_real_estate_value,number_of_children,summary_type,age,inheritance_age,secondary_school_graduation_age,number_of_universities,earliest_university_graduation_age,latest_university_graduation_age,total_years_of_employment,total_gap_years,num_jobs,num_jobs_squared,longest_job_duration,longest_job_duration_sin,longest_job_duration_cos,shortest_job_duration,maximum_salary,minimum_salary,average_salary,most_recent_job_end_age,most_recent_job_start_age,total_property_count,total_property_value,num_property_types,max_property_value,min_property_value,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,inheritance_details_profession_,inheritance_details_profession_Corporate Lawyer,inheritance_details_profession_Hedge Fund Manager,inheritance_details_profession_Investment Banker,inheritance_details_profession_Neurosurgeon,inheritance_details_profession_Oil and Gas Executive,inheritance_details_profession_Private Equity Manager,inheritance_details_profession_Real Estate Developer,inheritance_details_profession_Stock Trader,inheritance_details_profession_Tech Entrepreneur,inheritance_details_profession_Venture Capitalist,inheritance_details_relationship_,inheritance_details_relationship_father,inheritance_details_relationship_grandfather,inheritance_details_relationship_grandmother,inheritance_details_relationship_mother,investment_risk_profile_,investment_risk_profile_Considerable,investment_risk_profile_High,investment_risk_profile_Low,investment_risk_profile_Moderate,investment_horizon_Long-Term,investment_horizon_Medium,investment_horizon_Short,investment_experience_Experienced,investment_experience_Expert,investment_experience_Inexperienced,type_of_mandate_Advisory,type_of_mandate_Discretionary,currency_CHF,currency_DKK,currency_EUR,Spain,Denmark,Germany,Italy,Netherlands,France,Finland,Switzerland,Belgium,Austria
900000,410000,1120000,1,0,51,40.0,19,2,24.0,28.0,26,2,5,25,15,0.5000000000000003,-0.8660254037844385,1,507000,32000,12.050593583794214,51.0,36.0,1,13.928840136128022,1,1120000,1120000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
100000,850000,2680000,1,9,39,33.0,18,2,24.0,27.0,15,1,2,4,10,0.984807753012208,-0.1736481776669303,5,55000,39000,10.757924157061597,40.0,30.0,2,14.801327725621299,2,1778000,902000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
160000,1290000,6180000,3,3,41,24.0,17,1,24.0,24.0,17,1,2,4,14,0.6427876096865395,-0.7660444431189779,3,113000,32000,11.19135563385109,41.0,27.0,3,15.636828991246158,3,3070000,1460000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
690000,850000,760000,1,9,60,48.0,18,1,25.0,25.0,36,1,2,4,32,-0.6427876096865396,0.7660444431189778,4,323000,43000,12.117246896289503,61.0,29.0,1,13.541075028051122,1,760000,760000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
210000,1790000,4570000,0,2,43,30.0,19,1,24.0,24.0,18,1,2,4,15,0.5000000000000003,-0.8660254037844385,3,153000,42000,11.487617913343598,44.0,29.0,3,15.335023981688744,3,2080000,900000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
270000,1330000,3660000,1,4,51,36.0,19,1,22.0,22.0,27,1,2,4,22,-0.6427876096865389,-0.7660444431189783,5,156000,46000,11.522885696764481,51.0,29.0,3,15.112973978601556,3,1710000,830000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
670000,1930000,8720000,1,9,47,34.0,20,2,23.0,27.0,16,7,5,25,6,0.8660254037844386,0.5000000000000001,1,664000,64000,12.357079818283598,48.0,42.0,3,15.981129910564055,3,3320000,2230000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
110000,6300000,2460000,3,2,36,31.0,18,1,25.0,25.0,9,4,3,9,5,0.766044443118978,0.6427876096865394,1,130000,42000,11.255893292931216,37.0,32.0,2,14.715672314412528,2,1250000,1210000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
430000,2260000,5150000,3,4,45,26.0,20,1,23.0,23.0,20,2,3,9,15,0.5000000000000003,-0.8660254037844385,2,321000,38000,11.863589378812122,46.0,31.0,2,15.454507466814658,2,3060000,2090000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10000,1150000,0,0,2,27,22.0,18,1,23.0,23.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,27000,27000,10.203629181337648,28.0,25.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
550000,2070000,3506000,2,8,59,49.0,18,1,24.0,24.0,35,1,2,4,32,-0.6427876096865396,0.7660444431189778,3,300000,37000,12.034696963475044,60.0,28.0,3,15.069986629688604,3,1710000,814000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
190000,2340000,870000,2,8,43,32.0,17,2,24.0,27.0,18,1,3,9,10,0.984807753012208,-0.1736481776669303,3,109000,39000,11.23850177707664,43.0,33.0,1,13.676249640055394,1,870000,870000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
440000,430000,3670000,1,3,43,27.0,19,1,24.0,24.0,16,4,3,9,11,0.9396926207859084,-0.3420201433256685,1,329000,45000,11.872935175721484,44.0,33.0,2,15.11570249251028,2,2530000,1140000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
330000,440000,4450000,1,9,46,29.0,20,1,25.0,25.0,20,2,4,16,10,0.984807753012208,-0.1736481776669303,3,208000,40000,11.461642696843066,47.0,37.0,3,15.308414878861498,3,2060000,900000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20000,2760000,0,0,8,29,22.0,20,1,25.0,25.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,38000,38000,10.545367754151743,28.0,25.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
150000,0,4890000,0,3,37,,18,2,24.0,28.0,13,1,2,4,9,1.0,6.123233995736766e-17,4,98000,67000,11.320565693461432,38.0,29.0,2,15.40270306595001,2,2630000,2260000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
600000,0,2250000,1,2,65,,18,1,25.0,25.0,36,1,2,4,35,-0.1736481776669304,0.984807753012208,1,282000,24000,11.938199736300925,61.0,26.0,1,14.626441218624949,1,2250000,2250000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
220000,2030000,870000,1,9,43,30.0,18,2,25.0,28.0,18,2,3,9,10,0.984807753012208,-0.1736481776669303,3,153000,50000,11.365982634958065,44.0,34.0,1,13.676249640055394,1,870000,870000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10000,2300000,0,0,3,26,17.0,18,1,22.0,22.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,29000,29000,10.275085591132715,26.0,24.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
30000,6360000,1557000,0,9,30,24.0,19,2,24.0,28.0,7,0,2,4,5,0.766044443118978,0.6427876096865394,2,35000,28000,10.357774570341576,30.0,25.0,2,14.258272093076688,1,817000,740000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
80000,2450000,2850000,1,0,35,27.0,18,1,25.0,25.0,11,1,2,4,9,1.0,6.123233995736766e-17,2,65000,39000,10.859018228147887,36.0,27.0,3,14.862829903121964,2,1030000,910000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20000,2060000,0,0,4,29,22.0,19,1,24.0,24.0,4,2,2,4,3,0.49999999999999994,0.8660254037844387,1,50000,29000,10.584081267024454,29.0,28.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
120000,2110000,3300000,0,0,36,27.0,19,1,25.0,25.0,12,0,3,9,6,0.8660254037844386,0.5000000000000001,1,112000,43000,11.12236374757174,37.0,31.0,3,15.009433329466965,2,1260000,970000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1320000,0,5310000,0,1,65,,18,1,24.0,24.0,34,3,4,16,19,-0.17364817766693003,-0.9848077530122081,5,771000,54000,12.45293662970407,61.0,42.0,3,15.485102581542021,3,2740000,1200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50000,1670000,2470000,0,0,36,30.0,17,1,23.0,23.0,10,2,3,9,4,0.6427876096865393,0.766044443118978,2,55000,26000,10.588291693191822,36.0,34.0,2,14.719729113462378,2,1770000,700000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
640000,0,6296000,2,9,66,,18,1,25.0,25.0,34,2,2,4,33,-0.49999999999999967,0.8660254037844388,1,343000,33000,12.144202560946876,61.0,28.0,3,15.655425227910367,3,2750000,1256000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,2650000,0,0,7,24,16.0,18,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
770000,2680000,5430000,1,8,58,48.0,18,2,25.0,29.0,35,0,2,4,32,-0.6427876096865396,0.7660444431189778,3,433000,40000,12.373707715234994,59.0,27.0,3,15.507449876072164,3,3090000,830000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
700000,4790000,2775000,0,1,50,38.0,17,1,24.0,24.0,23,4,3,9,19,-0.17364817766693003,-0.9848077530122081,2,439000,46000,12.113597277181663,50.0,31.0,2,14.836161665522967,1,1570000,1205000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1490000,0,5510000,1,1,61,,18,1,23.0,23.0,34,2,3,9,32,-0.6427876096865396,0.7660444431189778,1,763000,42000,12.571875965447985,61.0,29.0,3,15.522075362617285,3,2527000,1180000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
240000,10270000,0,0,8,28,21.0,18,1,23.0,23.0,5,0,1,1,5,0.766044443118978,0.6427876096865394,5,360000,360000,12.793862088206213,29.0,24.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50000,4590000,810000,1,2,30,25.0,18,1,23.0,23.0,7,0,2,4,5,0.766044443118978,0.6427876096865394,2,60000,39000,10.809748150372926,31.0,29.0,1,13.60479076121576,1,810000,810000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
10000,1580000,0,0,8,25,20.0,19,1,23.0,23.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,27000,27000,10.203629181337648,26.0,24.0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
60000,2290000,0,0,9,29,25.0,20,1,24.0,24.0,6,0,2,4,5,0.766044443118978,0.6427876096865394,1,72000,39000,10.92415631759022,30.0,25.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1360000,0,3020000,2,4,64,,18,1,24.0,24.0,34,3,4,16,26,-0.984807753012208,-0.17364817766693033,2,737000,28000,12.292254928916668,61.0,35.0,2,14.920767720476825,2,2280000,740000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
860000,0,670000,2,2,58,,18,1,25.0,25.0,32,2,3,9,27,-1.0,-1.8369701987210297e-16,2,497000,29000,12.153028696834191,59.0,32.0,1,13.415034483903348,1,670000,670000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
490000,12730000,3909000,3,3,35,27.0,18,1,25.0,25.0,10,1,2,4,8,0.984807753012208,0.17364817766693041,2,431000,284000,12.786893438315085,36.0,28.0,3,15.178792400594961,3,1909000,860000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
440000,1220000,2370000,2,9,47,30.0,17,1,24.0,24.0,19,4,3,9,13,0.766044443118978,-0.6427876096865394,2,317000,46000,11.872935175721484,46.0,33.0,1,14.678400935052153,1,2370000,2370000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20000,960000,0,0,9,27,20.0,18,1,24.0,24.0,3,0,2,4,3,0.49999999999999994,0.8660254037844387,0,101000,60000,11.296024885689746,28.0,28.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7190000,31810000,4970000,2,3,58,46.0,19,1,24.0,24.0,33,0,3,9,26,-0.984807753012208,-0.17364817766693033,2,3606000,294000,14.165933364627694,58.0,32.0,3,15.418930599280035,2,1820000,1460000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1390000,0,2997000,0,3,66,,19,1,23.0,23.0,34,2,3,9,30,-0.866025403784439,0.49999999999999933,1,791000,38000,12.59473402514672,60.0,30.0,3,14.913122679965745,3,1140000,783000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
200000,4400000,2270000,3,8,37,28.0,18,1,24.0,24.0,14,0,3,9,10,0.984807753012208,-0.1736481776669303,1,143000,37000,11.268741270334148,38.0,28.0,2,14.635290829986122,2,1640000,630000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1190000,0,2021000,2,4,61,,19,1,23.0,23.0,32,4,4,16,26,-0.984807753012208,-0.17364817766693033,1,689000,35000,12.24889743312079,61.0,35.0,2,14.519103491190188,2,1160000,861000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
450000,2720000,2240000,2,1,46,34.0,19,1,24.0,24.0,21,2,5,25,6,0.8660254037844386,0.5000000000000001,3,373000,39000,11.860768522363712,47.0,41.0,1,14.621986870259695,1,2240000,2240000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1330000,0,3900000,0,3,65,,18,1,23.0,23.0,32,5,4,16,25,-0.9396926207859084,-0.34202014332566855,1,807000,39000,12.395663549811639,60.0,35.0,3,15.176487367510099,2,1720000,900000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
130000,1540000,3203000,0,9,44,25.0,18,1,23.0,23.0,20,1,2,4,15,0.5000000000000003,-0.8660254037844385,5,84000,36000,11.002116507732017,45.0,30.0,2,14.979598740798552,2,2230000,973000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
320000,0,3640000,2,2,52,,20,1,25.0,25.0,23,6,5,25,5,0.766044443118978,0.6427876096865394,3,163000,31000,11.58432477200052,53.0,50.0,2,15.10749451433816,2,2440000,1200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
120000,240000,3750000,1,2,40,32.0,18,2,24.0,29.0,16,1,2,4,15,0.5000000000000003,-0.8660254037844385,1,96000,25000,11.010415172807951,41.0,26.0,2,15.137266664613225,2,2510000,1240000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
700000,1300000,970000,0,0,53,40.0,19,1,23.0,23.0,27,2,3,9,18,1.2246467991473532e-16,-1.0,4,396000,30000,12.01572496540776,54.0,36.0,1,13.785052381406869,1,970000,970000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
560000,0,810000,3,0,66,,18,1,24.0,24.0,35,1,2,4,31,-0.7660444431189781,0.6427876096865393,4,281000,29000,11.951186847493476,61.0,30.0,1,13.60479076121576,1,810000,810000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10000,2720000,0,0,2,27,19.0,19,1,25.0,25.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,27000,27000,10.203629181337648,28.0,25.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
60000,1000000,2600000,2,0,34,25.0,18,1,23.0,23.0,10,1,2,4,8,0.984807753012208,0.17364817766693041,2,47000,25000,10.491301994830229,34.0,26.0,1,14.77102238760702,1,2600000,2600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
40000,7120000,1704000,0,8,30,25.0,20,1,25.0,25.0,6,0,1,1,6,0.8660254037844386,0.5000000000000001,6,49000,49000,10.799595985047786,31.0,25.0,2,14.348489573225686,1,870000,834000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
80000,8280000,840000,0,9,35,30.0,19,1,25.0,25.0,12,0,1,1,12,0.8660254037844387,-0.4999999999999998,12,75000,75000,11.225256725762893,36.0,24.0,1,13.641158361294979,1,840000,840000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
490000,3940000,1310000,0,0,45,28.0,20,1,23.0,23.0,21,1,3,9,16,0.3420201433256689,-0.9396926207859083,2,302000,39000,11.813037464800539,46.0,30.0,1,14.085538458535822,1,1310000,1310000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1300000,0,4700000,2,8,64,,17,1,22.0,22.0,35,1,3,9,30,-0.866025403784439,0.49999999999999933,1,751000,36000,12.544926567495375,60.0,30.0,3,15.363073279446223,3,2390000,1073000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
310000,3640000,3040000,0,4,53,34.0,20,1,24.0,24.0,27,2,2,4,24,-0.8660254037844385,-0.5000000000000004,3,197000,23000,11.608244735642321,54.0,30.0,2,14.92736840232972,2,2040000,1000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
320000,3670000,4780000,0,0,41,30.0,19,1,25.0,25.0,17,1,3,9,13,0.766044443118978,-0.6427876096865394,1,209000,26000,11.436774895313345,42.0,29.0,3,15.379951313672638,2,1950000,970000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
630000,1810000,4650000,3,8,54,40.0,18,2,24.0,26.0,22,6,5,25,9,1.0,6.123233995736766e-17,2,322000,38000,11.876185678347824,52.0,43.0,3,15.35237799261728,2,1944000,1280000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1060000,14580000,4268000,0,4,36,27.0,18,1,23.0,23.0,11,2,3,9,6,0.8660254037844386,0.5000000000000001,1,363000,0,12.267485975842119,37.0,31.0,3,15.266656125705534,3,1950000,948000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
40000,3090000,2310000,1,4,32,24.0,20,1,23.0,23.0,8,0,1,1,8,0.984807753012208,0.17364817766693041,8,35000,35000,10.463131911491967,33.0,25.0,2,14.652758515398315,1,1340000,970000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
450000,970000,4393000,1,0,43,34.0,20,1,24.0,24.0,20,0,3,9,16,0.3420201433256689,-0.9396926207859083,1,326000,37000,11.872935175721484,44.0,28.0,3,15.295523150592764,2,2160000,960000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1830000,0,0,5,24,20.0,19,1,25.0,25.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
90000,950000,7440000,0,2,32,25.0,20,1,23.0,23.0,6,2,2,4,5,0.766044443118978,0.6427876096865394,1,111000,62000,11.367911253546788,33.0,28.0,2,15.822381541217867,2,4700000,2740000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
760000,0,4180000,1,2,68,,18,1,24.0,24.0,36,0,2,4,31,-0.7660444431189781,0.6427876096865393,5,357000,65000,12.259618151783465,61.0,30.0,3,15.24582204373536,2,1600000,980000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
970000,0,2570000,3,0,70,,19,2,23.0,27.0,35,2,3,9,29,-0.9396926207859083,0.342020143325669,1,490000,29000,12.142427947036323,61.0,32.0,2,14.759416845976386,1,1357000,1213000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1460000,0,0,6,21,14.0,19,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
90000,810000,840000,1,8,38,30.0,18,1,25.0,25.0,12,1,2,4,8,0.984807753012208,0.17364817766693041,4,63000,38000,10.829748417047593,38.0,30.0,1,13.641158361294979,1,840000,840000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
